countryname,countrycode,ISO,region,income level,entity,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
United Kingdom,GBR,826,Europe & Central Asia,Upper middle income,country,51.7051699,51.65974161,51.61251416,51.56742745,51.52935768,51.50136199,51.4853825,51.47972268,51.47934197,51.47719213,51.4684426,51.45136647,51.42799895,51.40187133,51.37821517,51.3607948,51.35038384,51.34568209,51.34585115,51.34938331,51.35502312,51.36275671,51.37258542,51.38322093,51.3930564,51.40091156,51.4059374,51.40821236,51.40861328,51.40853576,51.40884933,51.40964575,51.41011492,51.40911654,51.40511488,51.39692065,51.38459777,51.36825646,51.34690054,51.31935238,51.28505945,51.24348469,51.19563699,51.14448123,51.09404727,51.04731585,51.00558049,50.96829825,50.93430953,50.90161283,50.86875288,50.83544356,50.8022932,50.76979433,50.73875026,50.70973538
United States,USA,840,North America,High income: nonOECD,country,50.41225982,50.43727141,50.46227912,50.48899305,50.51946032,50.55476399,50.59617004,50.64249286,50.68946617,50.73137045,50.76447399,50.78674367,50.80009539,50.80945629,50.82167566,50.84119818,50.86975812,50.9047952,50.94129068,50.97233517,50.99329709,51.00245579,51.0018462,50.99515624,50.98765595,50.98285728,50.98200786,50.98336823,50.98388559,50.97927927,50.96675348,50.94576726,50.91794365,50.88536516,50.850983,50.81706758,50.78426477,50.75247103,50.72222559,50.69387586,50.66763766,50.64345223,50.62139884,50.60188419,50.58541233,50.57215762,50.56273793,50.55655838,50.55119065,50.54345046,50.53130965,50.51376936,50.49201624,50.46887325,50.44827113,50.43292656
Uruguay,URY,858,Latin America & Caribbean,High income: nonOECD,country,49.96311033,50.0034802,50.04026672,50.07437969,50.10690755,50.1387809,50.17106925,50.20393856,50.23646996,50.26725876,50.29591085,50.32106587,50.34452302,50.37270329,50.41403025,50.47378746,50.55454355,50.65239069,50.75814421,50.85957595,50.94823846,51.02094148,51.08027977,51.1309548,51.18009201,51.23255798,51.28975874,51.34913156,51.40663662,51.45657878,51.49513487,51.52143262,51.53755183,51.54633693,51.55178467,51.55703892,51.56240427,51.56767901,51.57469289,51.58549284,51.60132866,51.62319795,51.65038449,51.68017435,51.70858483,51.7325253,51.75099916,51.76447339,51.77314172,51.77766127,51.77861993,51.77592812,51.76938094,51.75930297,51.74615355,51.73036714
Uzbekistan,UZB,860,Europe & Central Asia,Upper middle income,country,51.79376692,51.72614902,51.64545132,51.56280416,51.49121698,51.43796327,51.40707734,51.39299373,51.38223551,51.35792861,51.3105661,51.23731549,51.14605445,51.0506385,50.96815377,50.90868698,50.87457997,50.85954719,50.85431765,50.84679017,50.82928998,50.79983768,50.76218536,50.72145457,50.68451451,50.65548345,50.63625241,50.62412774,50.61336291,50.59655373,50.56955685,50.5309865,50.48474302,50.43826492,50.40112874,50.37961506,50.3746106,50.3834118,50.40398749,50.43321959,50.46849645,50.50985449,50.55674906,50.60533739,50.65079196,50.68965686,50.72020684,50.74310273,50.76021458,50.77447017,50.78785097,50.80100979,50.81303103,50.82253481,50.82761866,50.82725709
Vanuatu,VUT,548,East Asia & Pacific,Upper middle income,country,48.39013516,48.49485603,48.6166416,48.70644064,48.70721326,48.58992825,48.34445753,48.00300568,47.62920081,47.30109355,47.071017,46.95250105,46.92151854,46.94809142,46.99100142,47.02389892,47.04146607,47.0557224,47.07801405,47.12601817,47.20843351,47.32496753,47.46732766,47.62652115,47.78982485,47.94813425,48.10057126,48.24614887,48.37804677,48.48794557,48.57160394,48.62613494,48.65629147,48.67095499,48.68308071,48.70063482,48.7264409,48.7583141,48.79319833,48.82765542,48.85765544,48.882655,48.90465412,48.92718747,48.95514931,48.99152239,49.03673679,49.08890869,49.142388,49.19187805,49.23296332,49.2649126,49.28969123,49.30973871,49.32768857,49.34668924
Venezuela,VEN,862,Latin America & Caribbean,High income: nonOECD,country,49.03656569,49.05426627,49.07180292,49.08936638,49.10741638,49.12625269,49.14570734,49.16556279,49.18598106,49.20717313,49.2292383,49.25218652,49.27581917,49.29978078,49.32360835,49.34693452,49.36958218,49.39156089,49.41295665,49.43393406,49.45456887,49.47493307,49.49487192,49.51401075,49.53187946,49.54822234,49.56316404,49.57698984,49.58988614,49.60208398,49.61387243,49.62529228,49.63667586,49.64888064,49.66292794,49.67947832,49.69862528,49.72011645,49.74375506,49.76923914,49.79625617,49.82477903,49.85461124,49.88508387,49.9153907,49.94498697,49.97361618,50.00138233,50.02854885,50.05552617,50.08257591,50.10972851,50.136798,50.16354018,50.18963585,50.21486538
Vietnam,VNM,704,East Asia & Pacific,Upper middle income,country,50.67090701,50.66688908,50.66295673,50.65979618,50.65814716,50.65864212,50.66048227,50.66386906,50.67124629,50.68555499,50.7081057,50.73967465,50.77785838,50.81711885,50.85049716,50.87350045,50.8850142,50.88703222,50.8821533,50.87405087,50.86532686,50.85646383,50.84690773,50.83687085,50.82638298,50.81552029,50.80466389,50.79413073,50.78385611,50.77369324,50.7636344,50.75358307,50.74385202,50.73525972,50.72880066,50.72505842,50.72378606,50.72447249,50.72699465,50.73117145,50.73659383,50.74372669,50.75183824,50.75798798,50.75841614,50.75073972,50.73402794,50.70973465,50.68084476,50.65150586,50.62475374,50.60150812,50.58123797,50.56370544,50.54822625,50.53434384
Virgin Islands (U.S.),VIR,850,Latin America & Caribbean,High income: nonOECD,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,850,Latin America & Caribbean,High income: nonOECD,country,50.51483207,50.43493092,50.3362501,50.2363284,50.14960323,50.08264463,50.0285041,49.98733673,49.9783853,50.02389782,50.1326674,50.29514552,50.49029059,50.70236709,50.91807046,51.12950227,51.34519844,51.56182071,51.75584487,51.89537607,51.96143178,51.94679492,51.86640086,51.7499055,51.63616462,51.55157259,51.50146135,51.47863764,51.48466187,51.51500489,51.56654044,51.64120332,51.73851373,51.84390225,51.94322343,52.02676185,52.09082713,52.13884928,52.17001783,52.18802741,52.19562994,52.19106249,52.17539685,52.15427252,52.13555745,52.12586296,52.12743192,52.13873803,52.1593876,52.1840698,52.21090034,52.2401265,52.27080076,52.30299719,52.33409913,52.36285292
West Bank and Gaza,PSE,275,Middle East & North Africa,Upper middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.39214413,49.38052217,49.36877425,49.35727519,49.34652162,49.33673812,49.32802164,49.3203354,49.31367138,49.30790962,49.30291481,49.29854519,49.29476025,49.29171823,49.28969723,49.28885961,49.28925416,49.29068768,49.29271452,49.2948211,49.29666878,49.29814512,49.2993667,49.300518,49.30182545,49.3034757
Yemen,YEM,887,Middle East & North Africa,Upper middle income,country,49.94385743,49.97683591,50.00722007,50.04227829,50.09124177,50.15984567,50.24691734,50.3485451,50.46370087,50.59096479,50.72757143,50.87542037,51.02933021,51.17125804,51.27831786,51.33594025,51.3398448,51.29926656,51.22994218,51.15172567,51.07768202,51.00581765,50.9325956,50.8645492,50.80837518,50.76539951,50.74574932,50.74123549,50.71739777,50.63386329,50.47332189,50.23318304,49.9444583,49.65917983,49.43255666,49.29228705,49.23958053,49.25302185,49.30719578,49.36950798,49.41799255,49.44923566,49.46999795,49.48203294,49.48925117,49.49440327,49.4968065,49.49528146,49.49138095,49.48700514,49.4835277,49.48108805,49.47963637,49.47995781,49.48286482,49.48876938
Zambia,ZMB,894,Sub-Saharan Africa,Upper middle income,country,50.32761824,50.32922369,50.3294078,50.32848783,50.32676517,50.32453696,50.32182136,50.31875649,50.31580872,50.31354085,50.31222986,50.31228339,50.31344911,50.31469562,50.31474949,50.31299311,50.3091519,50.30408623,50.29954721,50.29770879,50.29974718,50.30570689,50.31466837,50.32564767,50.33745931,50.34919453,50.36051107,50.37132143,50.38136348,50.39044175,50.39829835,50.40483145,50.40968349,50.41215884,50.41143888,50.40701778,50.39909092,50.38795577,50.3734748,50.35548451,50.33410737,50.30940303,50.28211007,50.25383323,50.22652505,50.20156364,50.17953789,50.16027568,50.14341673,50.12836611,50.1147589,50.1024016,50.09160671,50.08305082,50.07755381,50.07547913
Zimbabwe,ZWE,716,Sub-Saharan Africa,Upper middle income,country,50.13471414,50.13243434,50.12982176,50.12753562,50.12644989,50.12697495,50.12971946,50.13434035,50.13942024,50.14318984,50.14479542,50.14309212,50.13925293,50.13723086,50.14176771,50.15521166,50.17857042,50.20888991,50.24001956,50.26434475,50.27729826,50.27842839,50.27082121,50.25805227,50.24453797,50.23327802,50.22377739,50.21553313,50.21077807,50.21196929,50.22017171,50.23715428,50.26113647,50.28573683,50.30281506,50.30758865,50.29776899,50.27709281,50.25395154,50.23951394,50.24114037,50.26127445,50.29664504,50.34179933,50.38859705,50.43106283,50.46705721,50.49815014,50.52639917,50.55510179,50.58618222,50.61998828,50.65448572,50.68654429,50.7123018,50.72947713
Low income,LIC,991,,,aggregate,50.80918209,50.79973347,50.79144806,50.78351665,50.77479903,50.76455773,50.75290885,50.74028209,50.72671345,50.71227608,50.6971159,50.68118354,50.66475951,50.64865929,50.63385921,50.62096547,50.61024995,50.60141476,50.5937898,50.58648816,50.57896427,50.57049827,50.56136688,50.55307781,50.54757968,50.54578481,50.54868071,50.5547808,50.5598248,50.55855002,50.54801772,50.5270378,50.49822193,50.46689977,50.43972218,50.42070366,50.41107583,50.40847836,50.408937,50.40726301,50.40028148,50.38704107,50.36945713,50.35066592,50.33471642,50.32400368,50.31910678,50.31833504,50.31904837,50.31786184,50.31265578,50.30307321,50.29021724,50.2753022,50.25996335,50.24531328
Lower middle income,LMC,992,,,aggregate,49.2800413,49.26624028,49.25406106,49.24332353,49.23299265,49.22300912,49.21327739,49.20400981,49.19530768,49.18738722,49.18033235,49.17411254,49.16864473,49.16411109,49.16080354,49.15876548,49.15796487,49.15810675,49.15873365,49.15929057,49.1593654,49.15905387,49.15801678,49.1562417,49.15325137,49.14882807,49.14293698,49.13585929,49.12858733,49.12242262,49.11792558,49.11519206,49.11424201,49.11405348,49.11357682,49.11257194,49.11124083,49.10971132,49.10782847,49.10527291,49.10196655,49.09797489,49.09340422,49.08860189,49.08366976,49.07873098,49.07379234,49.06904107,49.06493587,49.06208438,49.06064483,49.06161653,49.06365111,49.06686192,49.07068901,49.07432345
Low & middle income,LMY,993,,,aggregate,49.62768447,49.62889281,49.62398229,49.61449957,49.60591221,49.59787532,49.58815314,49.5797566,49.57147977,49.56270386,49.55329913,49.54376233,49.53484292,49.52602138,49.51783483,49.51061368,49.50428527,49.49848436,49.4932348,49.48895293,49.48608045,49.48456529,49.48351514,49.48265934,49.48129615,49.47805238,49.47253635,49.46529063,49.45728573,49.44977876,49.44290056,49.43721905,49.43257514,49.42887343,49.42599176,49.42427971,49.42383035,49.42454658,49.42565487,49.42590361,49.42417309,49.42010029,49.41430469,49.40802521,49.40245177,49.39811307,49.39541505,49.39407645,49.39374488,49.3938657,49.39351547,49.39354667,49.39326883,49.39274661,49.39307997,49.39359768
Middle income,MIC,994,,,aggregate,49.54067999,49.54185651,49.5368898,49.52740127,49.51885469,49.51095771,49.50137276,49.49317764,49.48515515,49.47667869,49.46758303,49.45840678,49.4498628,49.44136044,49.43340056,49.42627617,49.4199085,49.41392769,49.40846137,49.40404261,49.4011753,49.39988116,49.39920864,49.39866226,49.3972746,49.39350699,49.38686532,49.378045,49.36839391,49.35967224,49.35230428,49.34693626,49.34325858,49.34078982,49.3388897,49.33760097,49.33690703,49.33688083,49.33698817,49.33628836,49.33384138,49.32934063,49.32331124,49.31685337,49.31089419,49.30577883,49.30187631,49.29902403,49.2971048,49.29585696,49.29451944,49.29399538,49.29352512,49.29303794,49.29359197,49.29434882
High income: nonOECD,NOC,995,,,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income: OECD,OEC,996,,,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,997,,,aggregate,51.15268171,51.13419128,51.11408253,51.09447446,51.07788022,51.06646514,51.06119295,51.06039162,51.06175196,51.06090112,51.05384318,51.04013238,51.02269815,51.00313996,50.98512478,50.97167498,50.96419989,50.96105942,50.96053521,50.95927538,50.95638832,50.95061712,50.94264709,50.93310187,50.9227481,50.91223405,50.90164697,50.89051276,50.87877062,50.86574326,50.85122593,50.83452087,50.82691233,50.8100889,50.7942813,50.76570725,50.75314813,50.74297025,50.7332902,50.72254518,50.70863489,50.69245243,50.67408986,50.65272406,50.62743772,50.59783446,50.56356966,50.52596926,50.48701795,50.4496665,50.41613435,50.38697529,50.36157256,50.34211298,50.32475619,50.31046687
World average,WLD,999,,,aggregate,50.00209755,49.99929423,49.98947829,49.97506287,49.96209837,49.95062023,49.9388698,49.92917105,49.91966419,49.90964656,49.89733576,49.88354938,49.86962652,49.85525479,49.84233374,49.83142985,49.8224272,49.81510491,49.80885487,49.80314495,49.79798955,49.7931333,49.78781382,49.78219538,49.77604289,49.76843103,49.75909007,49.74827029,49.73683365,49.7257765,49.71509214,49.70524225,49.69770806,49.68973647,49.68260122,49.67452894,49.6701204,49.66717937,49.66467598,49.66142168,49.65605877,49.64858348,49.63938552,49.62930369,49.61925473,49.60958565,49.60064946,49.59243189,49.58494778,49.57800609,49.57120185,49.56549566,49.55996139,49.55557682,49.55198732,49.54914761
