countryname,countrycode,ISO,region,income level,entity,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Uzbekistan,UZB,860,Europe & Central Asia,Lower middle income,country,51.59658432,51.54888916,51.50499725,51.46774292,51.43796158,51.41805267,51.40529633,51.39003372,51.36054611,51.31056595,51.23803711,51.14925766,51.05608368,50.97299576,50.90868759,50.8652153,50.83768463,50.81909561,50.8002243,50.77523041,50.74256897,50.70505142,50.66648865,50.63202667,50.60466766,50.58536911,50.57178116,50.5597229,50.5438385,50.5208931,50.49030685,50.45425415,50.41572571,50.37860489,50.34552765,50.31673813,50.29157257,50.27050018,50.25388718,50.24182892,50.23457718,50.23179626,50.23229599,50.23448944,50.23718262,50.24009705,50.24336243,50.24673843,50.25006866,50.25328827,50.2562294,50.25897272,50.26202991
Vanuatu,VUT,548,East Asia & Pacific,Lower middle income,country,48.49485779,48.616642,48.70643997,48.70721436,48.58992767,48.34445572,48.00300598,47.62919998,47.30109406,47.07101822,46.95249939,46.92152023,46.9480896,46.99100113,47.02389908,47.04146576,47.05572128,47.07801437,47.12601852,47.20843506,47.32496643,47.46732712,47.62652206,47.78982544,47.94813538,48.10057068,48.24614716,48.37804794,48.48794556,48.57160568,48.62613678,48.65629196,48.67095566,48.68308258,48.700634,48.72644043,48.75831223,48.79319763,48.82765579,48.85765457,48.88237381,48.90384293,48.9258728,48.95436859,48.99152374,49.03891754,49.09386826,49.14950562,49.19747162,49.23296356,49.25468826,49.26555637,49.26947378
Venezuela,VEN,862,Latin America & Caribbean,Upper middle income,country,49.05305099,49.08374786,49.12302399,49.16518784,49.20624542,49.24563599,49.28347778,49.31782532,49.34664536,49.36876297,49.38418579,49.39376068,49.39834976,49.39913559,49.39729309,49.39268494,49.38618851,49.38087463,49.38023758,49.38624573,49.39945602,49.41843796,49.4406929,49.46292877,49.4829216,49.5002861,49.51571655,49.52950668,49.54223251,49.55434036,49.56579208,49.57654572,49.58701324,49.59767914,49.60886383,49.62068558,49.63306808,49.64590073,49.65899658,49.67222977,49.68559265,49.69913483,49.71286774,49.72680283,49.74095535,49.75530624,49.76983261,49.78452682,49.79937744,49.81438065,49.82951355,49.84475934,49.86009798
Vietnam,VNM,704,East Asia & Pacific,Lower middle income,country,50.84569931,50.83444595,50.82427979,50.81594086,50.81005478,50.80582428,50.80343246,50.80525208,50.81413651,50.83133316,50.85756683,50.89046478,50.92459869,50.95316315,50.9717598,50.97930145,50.97771072,50.96948242,50.9581604,50.9462471,50.93417358,50.92140198,50.90823746,50.89482498,50.88129044,50.86811447,50.85551834,50.84306717,50.83016968,50.81656265,50.80199432,50.78702545,50.77313232,50.762146,50.75513458,50.75206375,50.75209427,50.75443268,50.75799942,50.76177597,50.76619339,50.77082825,50.77295303,50.76912308,50.75728989,50.73637772,50.70801163,50.67611313,50.64601135,50.62145233,50.60363007,50.59148406,50.5836628
Virgin Islands (U.S.),VIR,850,Latin America & Caribbean,High income: nonOECD,country,50.43493271,50.33625031,50.23632813,50.1496048,50.08264542,50.02850342,49.98733521,49.97838593,50.02389908,50.13266754,50.29514694,50.4902916,50.70236588,50.91807175,51.12950134,51.34519958,51.56182098,51.75584412,51.8953743,51.96143341,51.94679642,51.86640167,51.74990463,51.63616562,51.55157089,51.50146103,51.4786377,51.4846611,51.5150032,51.56653976,51.64120483,51.73851395,51.84390259,51.94322205,52.0267601,52.09082794,52.13885117,52.17001724,52.18802643,52.19562912,52.19102097,52.17483521,52.15363312,52.13543701,52.12586212,52.12827301,52.14067078,52.16129303,52.18623734,52.21089935,52.23571777,52.2609006,52.28694421
West Bank and Gaza,PSE,275,Middle East & North Africa,Lower middle income,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.38782501,49.37672043,49.36524963,49.35373306,49.34255219,49.33191299,49.32189178,49.31253433,49.30390549,49.2960701,49.28892136,49.28236008,49.27629852,49.27073669,49.26574707,49.26137543,49.25768661,49.2546463,49.25228119,49.25055695,49.24944305,49.24890518,49.24891633,49.24936926
Sahrawi Arab Democratic Republic,ESH,732,,,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World average,WLD,999,,,aggregate,49.91235147,49.91650418,49.91661225,49.91471043,49.90752736,49.89229495,49.8731737,49.85097008,49.82861046,49.80674246,49.78645723,49.76849322,49.75247132,49.7402177,49.7320706,49.72810517,49.72786473,49.72930599,49.73016844,49.7293505,49.72620575,49.72037438,49.7130252,49.70517121,49.69663573,49.687283,49.67711304,49.666954,49.65765742,49.64907697,49.641576,49.63693799,49.6323183,49.62902254,49.62512181,49.62584262,49.62838852,49.63173068,49.63434616,49.63498473,49.63337219,49.6300217,49.6255621,49.62109531,49.61733626,49.61455176,49.61255144,49.61090109,49.60880334,49.60575868,49.6024787,49.59739711,49.59256362
Yemen,YEM,887,Middle East & North Africa,Lower middle income,country,50.02315521,50.05345917,50.08823776,50.13699722,50.20568085,50.29322815,50.39582062,50.51246262,50.64176941,50.78097916,50.93216705,51.09021378,51.23666763,51.34783173,51.40835571,51.41363525,51.37291718,51.30199051,51.22090912,51.14308548,51.06656265,50.98816681,50.91518021,50.8550415,50.80936813,50.78833771,50.78338623,50.75933838,50.67487717,50.51211548,50.26829147,49.97481537,49.6844902,49.45353699,49.31028748,49.25631332,49.2698822,49.32475281,49.38729477,49.43504333,49.46417999,49.48209,49.49226761,49.5007515,49.51147079,49.52382278,49.5354805,49.54640579,49.55649948,49.56568909,49.5740509,49.58161249,49.58824955
Zambia,ZMB,894,Sub-Saharan Africa,Lower middle income,country,50.33075333,50.33102036,50.33017731,50.32862091,50.32672119,50.32476044,50.32278442,50.32067108,50.31817245,50.31526184,50.31193924,50.30856323,50.30590439,50.30482864,50.3058548,50.30885315,50.31349182,50.31957626,50.32691956,50.33520889,50.34415817,50.35338974,50.36240387,50.37065887,50.37770462,50.38354874,50.38792419,50.38983536,50.38814926,50.38221741,50.37208557,50.35832214,50.34153748,50.32260895,50.30234146,50.28084946,50.25857544,50.23685074,50.21717834,50.20040131,50.18718719,50.17707062,50.16843796,50.15922546,50.14830017,50.13521957,50.12112808,50.10835648,50.09976959,50.09707642,50.10050583,50.10884115,50.12045831
Zimbabwe,ZWE,716,Sub-Saharan Africa,Low income,country,50.13238144,50.12976074,50.12751007,50.12640381,50.12694168,50.12968826,50.13430786,50.13937759,50.14313889,50.14475632,50.14305496,50.13923645,50.13722229,50.14175034,50.15519714,50.17855453,50.20890045,50.2400589,50.26436996,50.27728653,50.27845001,50.27098465,50.2583847,50.24494934,50.23365402,50.22405624,50.21586609,50.2116394,50.2142334,50.22499084,50.24534607,50.27350616,50.30391312,50.32936096,50.34546661,50.35052872,50.3474617,50.3420105,50.34184265,50.35213089,50.37318039,50.40280914,50.44033813,50.48431778,50.53281784,50.58711243,50.64537048,50.69840622,50.73402405,50.74411774,50.72598267,50.68489747,50.63046091
